Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,174.4499969482422,198.2899932861328,171.72000122070312,195.24000549316406,191.31544494628906,189859400.0
2020-05-13,,,,,,
2020-06-01,194.7100067138672,202.17999267578125,186.2100067138672,193.1699981689453,189.60401916503906,192243200.0
2020-07-01,193.85000610351562,200.9499969482422,187.17999267578125,190.39999389648438,186.8851776123047,168892100.0
2020-08-01,191.8000030517578,216.16000366210938,190.0800018310547,211.99000549316406,208.07659912109375,161567600.0
2020-08-13,,,,,,
2020-09-01,212.2100067138672,217.35000610351562,193.1300048828125,199.97000122070312,196.5751953125,176322600.0
2020-10-01,202.2100067138672,207.97000122070312,179.22999572753906,181.7100067138672,178.62521362304688,172165200.0
2020-11-01,184.50999450683594,217.64999389648438,183.88999938964844,210.35000610351562,206.7790069580078,156682600.0
2020-11-12,,,,,,
2020-12-01,212.1300048828125,220.38999938964844,204.5,218.72999572753906,215.34072875976562,178596000.0
2021-01-01,220.25,220.25,192.80999755859375,193.25,190.2555389404297,198372600.0
2021-02-01,195.13999938964844,220.52999877929688,195.02000427246094,212.38999938964844,209.0989532470703,197048100.0
2021-02-11,,,,,,
2021-03-01,214.97000122070312,228.22999572753906,205.77999877929688,211.72999572753906,208.7727813720703,228907800.0
2021-04-01,213.77999877929688,237.5,212.3000030517578,233.55999755859375,230.29788208007812,152922100.0
2021-05-01,234.0500030517578,235.74000549316406,220.30999755859375,227.3000030517578,224.12533569335938,127246900.0
2021-05-13,,,,,,
2021-06-01,229.44000244140625,238.47999572753906,226.27999877929688,233.82000732421875,230.88916015625,151648800.0
2021-07-01,234.1999969482422,252.6699981689453,234.0500030517578,246.38999938964844,243.3015899658203,157826600.0
2021-08-01,246.24000549316406,247.8300018310547,228.66000366210938,229.10000610351562,226.2283172607422,148466700.0
2021-08-12,,,,,,
2021-09-01,229.10000610351562,233.3300018310547,216.30999755859375,222.75,220.25778198242188,175607200.0
2021-10-01,224.1699981689453,236.9600067138672,208.5399932861328,211.77000427246094,209.40061950683594,170233200.0
2021-11-01,213.49000549316406,221.61000061035156,192.5500030517578,193.77000427246094,191.6020050048828,303953900.0
2021-11-10,,,,,,
2021-12-01,196.02999877929688,219.72999572753906,190.10000610351562,216.7100067138672,214.66256713867188,189052700.0
2022-01-01,217.52000427246094,228.1199951171875,195.64999389648438,226.1699981689453,224.033203125,224953600.0
2022-02-01,226.89999389648438,235.85000610351562,201.4499969482422,216.1199951171875,214.07814025878906,171774200.0
2022-02-10,,,,,,
2022-03-01,214.47999572753906,228.80999755859375,186.6699981689453,221.77000427246094,220.03216552734375,189035000.0
2022-04-01,223.0800018310547,229.24000549316406,201.10000610351562,213.1300048828125,211.4598846435547,151953800.0
2022-05-01,211.77000427246094,214.8000030517578,189.9499969482422,212.1699981689453,210.50738525390625,171890700.0
2022-05-12,,,,,,
2022-06-01,212.0500030517578,217.5800018310547,185.91000366210938,196.88999938964844,195.72024536132812,128101400.0
2022-07-01,196.7899932861328,218.07000732421875,194.13999938964844,212.11000061035156,210.84979248046875,118583600.0
2022-08-01,208.4499969482422,217.61000061035156,198.63999938964844,198.7100067138672,197.5294189453125,130178300.0
2022-08-11,,,,,,
2022-09-01,198.72000122070312,207.19000244140625,174.8300018310547,177.64999389648438,176.9073028564453,142721400.0
2022-10-01,179.33999633789062,211.52000427246094,174.60000610351562,207.16000366210938,206.2939453125,160725600.0
2022-11-01,208.91000366210938,217.0,193.3300018310547,217.0,216.09280395507812,157867300.0
2022-11-09,,,,,,
2022-12-01,217.0,219.97999572753906,202.1300048828125,207.75999450683594,207.35386657714844,136789100.0
2023-01-01,209.27999877929688,232.83999633789062,206.16000366210938,230.2100067138672,229.75999450683594,127618800.0
2023-02-01,229.3699951171875,234.3000030517578,217.4600067138672,219.94000244140625,219.51007080078125,94454300.0
2023-02-09,,,,,,
2023-03-01,219.4600067138672,227.4199981689453,208.75999450683594,225.4600067138672,225.4600067138672,167764700.0
