Date,Open,High,Low,Close,Adj Close,Volume
2008-04-01,15.765000343322754,21.202499389648438,15.077500343322754,20.862499237060547,18.798614501953125,1385323600.0
2008-05-01,21.09749984741211,22.459999084472656,18.59000015258789,21.59000015258789,19.454133987426758,1553713600.0
2008-06-01,21.552499771118164,22.024999618530273,19.399999618530273,20.327499389648438,18.31653594970703,1021827600.0
2008-07-01,19.90999984741211,20.600000381469727,16.627500534057617,18.264999389648438,16.45808219909668,1332604400.0
2008-08-01,18.325000762939453,19.13249969482422,17.27750015258789,18.975000381469727,17.097835540771484,634163200.0
2008-08-13,,,,,,
2008-09-01,19.207500457763672,19.375,13.97249984741211,15.34749984741211,13.849173545837402,1019273600.0
2008-10-01,15.1875,15.52750015258789,10.9350004196167,13.837499618530273,12.486587524414062,1210149200.0
2008-11-01,13.979999542236328,15.112500190734863,10.885000228881836,13.140000343322754,11.857184410095215,767408000.0
2008-11-12,,,,,,
2008-12-01,12.75,14.417499542236328,11.882499694824219,13.112500190734863,11.855513572692871,564085600.0
2009-01-01,13.229999542236328,14.494999885559082,10.444999694824219,12.337499618530273,11.154805183410645,642446400.0
2009-02-01,12.0649995803833,14.487500190734863,11.885000228881836,14.177499771118164,12.8184175491333,745543200.0
2009-02-11,,,,,,
2009-03-01,13.982500076293945,14.242500305175781,12.1850004196167,13.899999618530273,12.592074394226074,927795200.0
2009-04-01,13.6875,17.0,13.407500267028809,16.239999771118164,14.711888313293457,891698000.0
2009-05-01,16.037500381469727,17.139999389648438,15.65999984741211,16.927499771118164,15.334701538085938,794688800.0
2009-05-13,,,,,,
2009-06-01,17.125,17.809999465942383,15.067500114440918,15.5649995803833,14.123138427734375,772214000.0
2009-07-01,15.569999694824219,17.420000076293945,14.5,16.364999771118164,14.849031448364258,614990800.0
2009-08-01,16.547500610351562,17.829999923706055,16.475000381469727,17.774999618530273,16.128421783447266,375914800.0
2009-08-12,,,,,,
2009-09-01,17.69499969482422,18.747499465942383,17.15250015258789,17.27750015258789,15.701028823852539,396206800.0
2009-10-01,17.1924991607666,19.549999237060547,16.635000228881836,18.940000534057617,17.211841583251953,637483200.0
2009-11-01,19.022499084472656,20.49250030517578,18.950000762939453,20.25,18.40230369567871,360618800.0
2009-11-12,,,,,,
2009-12-01,20.360000610351562,22.422500610351562,19.677499771118164,21.864999771118164,19.900732040405273,819810000.0
2010-01-01,22.0,22.1924991607666,20.15250015258789,20.50749969482422,18.66518211364746,348074000.0
2010-02-01,20.572500228881836,21.940000534057617,20.135000228881836,21.31999969482422,19.404701232910156,398111200.0
2010-02-10,,,,,,
2010-03-01,21.375,23.407499313354492,21.31999969482422,22.75749969482422,20.744192123413086,471528000.0
2010-04-01,22.920000076293945,24.297500610351562,22.5049991607666,22.5575008392334,20.56188201904297,330428400.0
2010-05-01,22.637500762939453,22.8174991607666,17.072500228881836,18.114999771118164,16.512407302856445,1318828000.0
2010-05-12,,,,,,
2010-06-01,18.122499465942383,20.947500228881836,17.5049991607666,17.6875,16.146705627441406,789074800.0
2010-07-01,17.75,19.450000762939453,17.52750015258789,18.337499618530273,16.74007797241211,471789600.0
2010-08-01,17.7450008392334,18.9325008392334,17.002500534057617,17.2450008392334,15.742753982543945,501453600.0
2010-08-11,,,,,,
2010-09-01,17.457500457763672,18.74250030517578,16.225000381469727,18.565000534057617,16.97595977783203,635893200.0
2010-10-01,18.684999465942383,20.219999313354492,18.145000457763672,19.540000915527344,17.86750602722168,409629600.0
2010-11-01,19.645000457763672,20.11750030517578,18.229999542236328,18.462499618530273,16.882232666015625,317080800.0
2010-11-17,,,,,,
2010-12-01,18.735000610351562,20.4375,16.625,17.594999313354492,16.121225357055664,880941200.0
2011-01-01,17.600000381469727,18.387500762939453,16.877500534057617,17.462499618530273,15.999824523925781,558037200.0
2011-02-01,17.552499771118164,19.270000457763672,17.552499771118164,18.262500762939453,16.73282241821289,457333200.0
2011-02-09,,,,,,
2011-03-01,18.467500686645508,18.985000610351562,17.612499237060547,18.405000686645508,16.89737319946289,528332000.0
2011-04-01,18.497499465942383,19.75,18.315000534057617,19.530000686645508,17.93022346496582,320730000.0
2011-05-01,19.614999771118164,20.325000762939453,19.149999618530273,20.264999389648438,18.605009078979492,399527600.0
2011-05-18,,,,,,
2011-06-01,20.190000534057617,21.84000015258789,18.27750015258789,21.065000534057617,19.37554359436035,786230000.0
2011-07-01,21.024999618530273,22.707500457763672,20.899999618530273,21.385000228881836,19.669878005981445,452779200.0
2011-08-01,21.75,22.212499618530273,19.02750015258789,21.969999313354492,20.20796012878418,643794800.0
2011-08-17,,,,,,
2011-09-01,21.93000030517578,23.6875,20.8125,21.43000030517578,19.745773315429688,482022400.0
2011-10-01,21.24250030517578,23.967500686645508,20.427499771118164,23.315000534057617,21.482635498046875,419068000.0
2011-11-01,22.790000915527344,24.25749969482422,22.19499969482422,24.24250030517578,22.33724021911621,336694000.0
2011-11-16,,,,,,
2011-12-01,23.979999542236328,25.862499237060547,23.762500762939453,25.38249969482422,23.44156837463379,313435600.0
2012-01-01,25.850000381469727,26.049999237060547,24.582500457763672,25.15999984741211,23.236085891723633,305384400.0
2012-02-01,25.295000076293945,29.84000015258789,25.149999618530273,29.092500686645508,26.867870330810547,359655600.0
2012-02-15,,,,,,
2012-03-01,29.362499237060547,30.174999237060547,28.385000228881836,29.5,27.296335220336914,251469200.0
2012-04-01,29.5,31.052499771118164,29.1200008392334,30.7450008392334,28.448326110839844,250660400.0
2012-05-01,30.86750030517578,31.337499618530273,28.125,28.799999237060547,26.64862060546875,401376000.0
2012-05-16,,,,,,
2012-06-01,28.40999984741211,31.237499237060547,27.985000610351562,30.907499313354492,28.652751922607422,295216800.0
2012-07-01,31.065000534057617,33.087501525878906,29.774999618530273,32.26750183105469,29.913532257080078,294764000.0
2012-08-01,32.125,33.14500045776367,31.452499389648438,32.0625,29.723485946655273,218263200.0
2012-08-15,,,,,,
2012-09-01,32.09000015258789,34.162498474121094,31.737499237060547,33.56999969482422,31.173805236816406,252855600.0
2012-10-01,33.717498779296875,35.775001525878906,33.717498779296875,34.689998626708984,32.21385955810547,228222400.0
2012-11-01,35.20500183105469,37.48249816894531,34.63249969482422,37.4275016784668,34.75597381591797,249467200.0
2012-11-14,,,,,,
2012-12-01,37.5,38.127498626708984,36.525001525878906,37.89500045776367,35.27180099487305,216124800.0
2013-01-01,38.540000915527344,40.692501068115234,38.48249816894531,39.477500915527344,36.74477005004883,237422800.0
2013-02-01,39.75,40.220001220703125,38.53499984741211,39.65999984741211,36.91463088989258,244870000.0
2013-02-13,,,,,,
2013-03-01,39.48249816894531,42.7400016784668,38.91999816894531,42.459999084472656,39.60414505004883,259370400.0
2013-04-01,42.4375,42.747501373291016,40.317501068115234,42.1150016784668,39.2823486328125,207622800.0
2013-05-01,41.747501373291016,46.224998474121094,40.900001525878906,44.53499984741211,41.539588928222656,311006400.0
2013-05-15,,,,,,
2013-06-01,44.6875,46.307498931884766,43.91999816894531,45.6875,42.69271469116211,248756800.0
2013-07-01,45.974998474121094,49.0,42.747501373291016,44.252498626708984,41.351768493652344,336031200.0
2013-08-01,45.439998626708984,46.28499984741211,43.0525016784668,43.60499954223633,40.746707916259766,371889200.0
2013-08-14,,,,,,
2013-09-01,44.00749969482422,50.21500015258789,43.76250076293945,47.775001525878906,44.7257194519043,284857200.0
2013-10-01,47.8224983215332,51.3125,45.02750015258789,49.16749954223633,46.02935028076172,270568400.0
2013-11-01,49.73749923706055,51.26750183105469,48.75,50.8650016784668,47.618507385253906,205473600.0
2013-11-13,,,,,,
2013-12-01,51.025001525878906,55.68000030517578,49.85749816894531,55.66999816894531,52.2221565246582,281645600.0
2014-01-01,55.3849983215332,58.875,53.77750015258789,53.85749816894531,50.52192306518555,301408000.0
2014-02-01,54.127498626708984,57.119998931884766,52.845001220703125,56.48500061035156,52.9866943359375,231340800.0
2014-02-12,,,,,,
2014-03-01,55.810001373291016,58.16749954223633,52.630001068115234,53.96500015258789,50.71400833129883,266839600.0
2014-04-01,54.27000045776367,54.540000915527344,48.709999084472656,50.65250015258789,47.6010627746582,387414000.0
2014-05-01,51.025001525878906,53.98749923706055,50.75,53.70750045776367,50.47202682495117,219822800.0
2014-05-14,,,,,,
2014-06-01,53.842498779296875,53.92250061035156,51.82749938964844,52.6775016784668,49.597618103027344,202218800.0
2014-07-01,52.98749923706055,56.1875,52.752498626708984,52.752498626708984,49.668243408203125,221661200.0
2014-08-01,52.467498779296875,54.5,52.0525016784668,53.130001068115234,50.02366256713867,179954800.0
2014-08-13,,,,,,
2014-09-01,53.352500915527344,54.662498474121094,52.279998779296875,53.342498779296875,50.3194580078125,204146800.0
2014-10-01,53.212501525878906,60.625,48.79750061035156,60.35749816894531,56.9368896484375,323304000.0
2014-11-01,60.244998931884766,64.875,59.75,64.54750061035156,60.889427185058594,207148400.0
2014-11-12,,,,,,
2014-12-01,64.06749725341797,67.33000183105469,63.087501525878906,65.55000305175781,61.95419692993164,201720000.0
2015-01-01,65.84500122070312,66.6875,61.29249954223633,63.727500915527344,60.231689453125,224446400.0
2015-02-01,64.07749938964844,68.625,62.42499923706055,67.82749938964844,64.10678100585938,196760400.0
2015-02-11,,,,,,
2015-03-01,69.17749786376953,69.6624984741211,64.75250244140625,65.41000366210938,61.93425750732422,269012100.0
2015-03-19,,,,,,
2015-04-01,65.44999694824219,69.9800033569336,64.3499984741211,66.05000305175781,62.54024887084961,160639300.0
2015-05-01,65.22000122070312,70.69000244140625,65.1500015258789,68.68000030517578,65.03047943115234,144586800.0
2015-05-13,,,,,,
2015-06-01,69.12999725341797,70.0199966430664,66.69000244140625,67.1500015258789,63.69306564331055,131193300.0
2015-07-01,67.94000244140625,76.91999816894531,66.52999877929688,75.33999633789062,71.46145629882812,177282000.0
2015-08-01,75.58999633789062,76.16999816894531,60.0,71.30000305175781,67.62942504882812,179158500.0
2015-08-12,,,,,,
2015-09-01,69.41000366210938,72.31999969482422,67.02999877929688,69.66000366210938,66.18211364746094,201185100.0
2015-10-01,70.08999633789062,78.88999938964844,68.36000061035156,77.58000183105469,73.7066879272461,177323100.0
2015-11-01,75.19000244140625,81.01000213623047,74.52999877929688,79.01000213623047,75.0653076171875,183636600.0
2015-11-10,,,,,,
2015-12-01,79.52999877929688,80.48999786376953,75.5199966430664,77.55000305175781,73.81060028076172,196740000.0
2016-01-01,76.05999755859375,76.51000213623047,68.76000213623047,74.48999786376953,70.89816284179688,260402300.0
2016-02-01,74.08000183105469,74.77999877929688,66.12000274658203,72.38999938964844,68.89940643310547,213972400.0
2016-02-17,,,,,,
2016-03-01,72.98999786376953,77.0,69.58000183105469,76.4800033569336,72.9358139038086,195619100.0
2016-04-01,76.25,81.7300033569336,75.80000305175781,77.23999786376953,73.66060638427734,174306800.0
2016-05-01,77.80999755859375,79.87000274658203,76.22000122070312,78.94000244140625,75.28184509277344,146457000.0
2016-05-11,,,,,,
2016-06-01,78.69000244140625,81.70999908447266,73.25,74.16999816894531,70.85809326171875,233198700.0
2016-07-01,74.5,80.16999816894531,73.83000183105469,78.05000305175781,74.56486511230469,183766400.0
2016-08-01,78.30999755859375,81.76000213623047,77.7300033569336,80.9000015258789,77.28758239746094,149268200.0
2016-08-17,,,,,,
2016-09-01,81.13999938964844,83.79000091552734,80.97000122070312,82.69999694824219,79.14435577392578,178964600.0
2016-10-01,82.41999816894531,83.69999694824219,81.11000061035156,82.51000213623047,78.96251678466797,178715000.0
2016-11-01,82.63999938964844,83.95999908447266,77.27999877929688,77.31999969482422,73.99565887451172,234725300.0
2016-11-16,,,,,,
2016-12-01,77.56999969482422,80.38999938964844,75.16999816894531,78.0199966430664,74.82268524169922,244921300.0
2017-01-01,78.76000213623047,84.2699966430664,78.48999786376953,82.70999908447266,79.32049560546875,159204500.0
2017-02-01,82.9000015258789,88.48999786376953,81.56999969482422,87.94000244140625,84.3361587524414,167748600.0
2017-02-15,,,,,,
2017-03-01,88.73999786376953,92.05000305175781,87.8499984741211,88.87000274658203,85.3902816772461,176909000.0
2017-04-01,89.13999938964844,92.80000305175781,88.12999725341797,91.22000122070312,87.64826202392578,156747400.0
2017-05-01,91.29000091552734,95.52999877929688,91.13999938964844,95.2300033569336,91.50125885009766,158133400.0
2017-05-17,,,,,,
2017-06-01,95.4000015258789,96.5999984741211,92.80000305175781,93.77999877929688,90.26792907714844,199947700.0
2017-07-01,94.37999725341797,101.18000030517578,93.19000244140625,99.55999755859375,95.8314437866211,156786000.0
2017-08-01,100.36000061035156,104.19999694824219,99.43000030517578,103.5199966430664,99.64315795898438,151872300.0
2017-08-16,,,,,,
2017-09-01,104.04000091552734,106.83999633789062,102.26000213623047,105.23999786376953,101.4618911743164,141274000.0
2017-10-01,105.54000091552734,110.73999786376953,104.9000015258789,109.9800033569336,106.03170776367188,142874100.0
2017-11-01,110.5,113.62000274658203,106.9000015258789,112.58999633789062,108.5479965209961,137176700.0
2017-11-16,,,,,,
2017-12-01,112.37999725341797,114.91999816894531,106.5999984741211,114.0199966430664,110.12142944335938,178517500.0
2018-01-01,114.56999969482422,126.87999725341797,113.94999694824219,124.2300033569336,119.98233032226562,151396400.0
2018-02-01,124.73999786376953,126.26000213623047,111.0199966430664,122.94000244140625,118.7364501953125,186505200.0
2018-02-15,,,,,,
2018-03-01,123.26000213623047,125.44000244140625,116.02999877929688,119.62000274658203,115.73111724853516,184691600.0
2018-04-01,119.2699966430664,127.9000015258789,116.70999908447266,126.87999725341797,122.75506591796875,165179500.0
2018-05-01,126.86000061035156,132.5,125.31999969482422,130.72000122070312,126.47023010253906,147562200.0
2018-05-17,,,,,,
2018-06-01,131.83999633789062,136.69000244140625,129.52999877929688,132.4499969482422,128.3498992919922,154580100.0
2018-07-01,131.9600067138672,143.13999938964844,131.14999389648438,136.74000549316406,132.5071258544922,161547600.0
2018-08-01,137.74000549316406,147.7100067138672,137.0,146.88999938964844,142.34292602539062,143154600.0
2018-08-16,,,,,,
2018-09-01,146.92999267578125,150.63999938964844,142.5399932861328,150.08999633789062,145.66244506835938,147499300.0
2018-10-01,150.88999938964844,151.55999755859375,129.7899932861328,137.85000610351562,133.78355407714844,254090900.0
2018-11-01,139.0,145.4600067138672,129.5399932861328,141.7100067138672,137.5296630859375,208765500.0
2018-11-15,,,,,,
2018-12-01,145.0,145.72000122070312,121.5999984741211,131.94000244140625,128.27780151367188,242678900.0
2019-01-01,130.0,139.89999389648438,127.87999725341797,135.00999450683594,131.2625732421875,193201600.0
2019-02-01,135.38999938964844,148.82000732421875,135.25999450683594,148.1199951171875,144.0086669921875,154774400.0
2019-02-14,,,,,,
2019-03-01,149.4600067138672,156.82000732421875,144.5,156.19000244140625,152.1197509765625,207400300.0
2019-04-01,157.52999877929688,165.6999969482422,156.32000732421875,164.42999267578125,160.14495849609375,136485800.0
2019-05-01,165.5399932861328,165.77000427246094,156.4199981689453,161.3300018310547,157.12574768066406,147281300.0
2019-05-16,,,,,,
2019-06-01,161.5399932861328,174.94000244140625,156.75,173.5500030517578,169.28729248046875,158884600.0
2019-07-01,175.3300018310547,184.07000732421875,172.74000549316406,178.0,173.62799072265625,126711100.0
2019-08-01,179.19000244140625,182.39999389648438,166.97999572753906,180.82000732421875,176.37872314453125,152861700.0
2019-08-15,,,,,,
2019-09-01,180.52000427246094,187.0500030517578,172.00999450683594,172.00999450683594,168.02720642089844,170929800.0
2019-10-01,173.02000427246094,180.17999267578125,168.58999633789062,178.86000061035156,174.71861267089844,161724400.0
2019-11-01,180.1300048828125,184.85000610351562,175.17999267578125,184.50999450683594,180.23780822753906,134080900.0
2019-11-14,,,,,,
2019-12-01,184.24000549316406,189.88999938964844,179.66000366210938,187.89999389648438,183.85675048828125,160575600.0
2020-01-01,189.0,210.1300048828125,187.16000366210938,198.97000122070312,194.6885223388672,184029800.0
2020-02-01,199.94000244140625,214.1699981689453,172.97999572753906,181.75999450683594,177.84886169433594,199936300.0
2020-02-13,,,,,,
2020-03-01,186.32000732421875,194.49000549316406,133.92999267578125,161.1199951171875,157.88128662109375,417986300.0
2020-04-01,156.32000732421875,182.25,150.60000610351562,178.72000122070312,175.1275177001953,263788900.0
